Week_Ending_Date,Race and Ethnicity,Vaccination Coverage Status,Pregnancy Status at Vaccination,Vaccination Coverage Percentage (%),Denominator,Date Order,Race Sort Order,Visual Figure Number,Pregnancy Vaccination Order
01/09/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0,103890,,1,1,2
01/16/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.1,104250,,1,1,2
01/23/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.2,104326,,1,1,2
01/30/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.3,104623,,1,1,2
02/06/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.5,104946,,1,1,2
02/13/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.7,104927,,1,1,2
02/20/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,0.9,105005,,1,1,2
02/27/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1,105186,,1,1,2
03/06/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.2,105374,,1,1,2
03/13/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.3,105426,,1,1,2
03/20/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.4,105416,,1,1,2
03/27/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.6,105411,,1,1,2
04/03/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,1.9,105268,,1,1,2
04/10/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.2,105282,,1,1,2
04/17/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.5,105334,,1,1,2
04/24/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.7,105124,,1,1,2
05/01/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3,105018,,1,1,2
05/08/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.4,104992,,1,1,2
05/15/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.7,104992,,1,1,2
05/22/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.9,105044,,1,1,2
05/29/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4,104914,,1,1,2
06/05/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.1,104718,,1,1,2
06/12/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.2,104721,,1,1,2
06/19/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,104629,,1,1,2
06/26/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,104633,,1,1,2
07/03/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,104400,,1,1,2
07/10/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,104178,,1,1,2
07/17/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,104033,,1,1,2
07/24/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,103905,,1,1,2
07/31/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.2,103746,,1,1,2
08/07/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.2,103612,,1,1,2
08/14/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,103349,,1,1,2
08/21/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,103173,,1,1,2
08/28/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.4,102762,,1,1,2
09/04/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.5,102509,,1,1,2
09/11/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.6,102196,,1,1,2
09/18/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.6,102038,,1,1,2
09/25/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.8,101757,,1,1,2
10/02/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.8,101559,,1,1,2
10/09/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.8,101430,,1,1,2
10/16/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.8,101314,,1,1,2
10/23/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.8,101246,,1,1,2
10/30/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.7,101207,,1,1,2
11/06/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.6,101361,,1,1,2
11/13/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.5,101487,,1,1,2
11/20/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.4,101537,,1,1,2
11/27/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.3,101778,,1,1,2
12/04/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.2,102108,,1,1,2
12/11/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,4.1,101925,,1,1,2
12/18/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.9,102046,,1,1,2
12/25/2021,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.8,101941,,1,1,2
01/01/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.6,102144,,1,1,2
01/08/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.3,102176,,1,1,2
01/15/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3.2,102140,,1,1,2
01/22/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,3,102076,,1,1,2
01/29/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.7,102185,,1,1,2
02/05/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.5,102404,,1,1,2
02/12/2022,All Races/Ethnicity,Fully Vaccinated,Before and During Pregnancy,2.3,102318,,1,1,2
12/25/2021,All Races/Ethnicity,Fully Vaccinated,Any,68.3,101941,,1,2,NULL
01/01/2022,All Races/Ethnicity,Fully Vaccinated,Any,68.7,102144,,1,2,NULL
01/08/2022,All Races/Ethnicity,Fully Vaccinated,Any,69,102176,,1,2,NULL
01/15/2022,All Races/Ethnicity,Fully Vaccinated,Any,69.4,102140,,1,2,NULL
01/22/2022,All Races/Ethnicity,Fully Vaccinated,Any,69.7,102076,,1,2,NULL
01/29/2022,All Races/Ethnicity,Fully Vaccinated,Any,70.1,102185,,1,2,NULL
02/05/2022,All Races/Ethnicity,Fully Vaccinated,Any,70.4,102404,,1,2,NULL
02/12/2022,All Races/Ethnicity,Fully Vaccinated,Any,70.7,102318,,1,2,NULL
02/19/2022,All Races/Ethnicity,Fully Vaccinated,Any,70.8,102158,,1,2,NULL
09/04/2021,"Black, NH",Fully Vaccinated,Any,30.9,7541,,3,2,NULL
09/11/2021,"Black, NH",Fully Vaccinated,Any,33.2,7503,,3,2,NULL
09/18/2021,"Black, NH",Fully Vaccinated,Any,34.9,7472,,3,2,NULL
09/25/2021,"Black, NH",Fully Vaccinated,Any,37.2,7455,,3,2,NULL
10/02/2021,"Black, NH",Fully Vaccinated,Any,38.8,7455,,3,2,NULL
10/09/2021,"Black, NH",Fully Vaccinated,Any,40.5,7452,,3,2,NULL
10/16/2021,"Black, NH",Fully Vaccinated,Any,41.7,7462,,3,2,NULL
10/23/2021,"Black, NH",Fully Vaccinated,Any,43.2,7467,,3,2,NULL
10/30/2021,"Black, NH",Fully Vaccinated,Any,44.7,7468,,3,2,NULL
11/06/2021,"Black, NH",Fully Vaccinated,Any,46,7532,,3,2,NULL
02/26/2022,All Races/Ethnicity,Fully Vaccinated,Any,71,102250,,1,2,NULL
03/05/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.1,102305,,1,2,NULL
03/12/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.2,102234,,1,2,NULL
03/19/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102132,,1,2,NULL
03/26/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102044,,1,2,NULL
04/02/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,101916,,1,2,NULL
04/09/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,101836,,1,2,NULL
04/16/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.6,101844,,1,2,NULL
04/23/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.6,101838,,1,2,NULL
04/30/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101818,,1,2,NULL
05/07/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101806,,1,2,NULL
05/14/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101657,,1,2,NULL
05/21/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101596,,1,2,NULL
05/28/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101453,,1,2,NULL
06/04/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.8,101248,,1,2,NULL
06/11/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.8,101227,,1,2,NULL
06/18/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101178,,1,2,NULL
06/25/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101270,,1,2,NULL
07/02/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101364,,1,2,NULL
07/09/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101381,,1,2,NULL
07/16/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101607,,1,2,NULL
07/23/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101548,,1,2,NULL
07/30/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.7,101475,,1,2,NULL
08/06/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.6,101515,,1,2,NULL
08/13/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.6,101408,,1,2,NULL
08/20/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,101419,,1,2,NULL
08/27/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,101347,,1,2,NULL
09/03/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,101149,,1,2,NULL
09/10/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,100842,,1,2,NULL
09/17/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,100832,,1,2,NULL
09/24/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,100885,,1,2,NULL
10/01/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,100903,,1,2,NULL
10/08/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,101037,,1,2,NULL
10/15/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,101436,,1,2,NULL
10/22/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,101932,,1,2,NULL
10/29/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,102400,,1,2,NULL
11/05/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.6,102759,,1,2,NULL
11/12/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.6,102937,,1,2,NULL
11/19/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,103142,,1,2,NULL
11/26/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,102794,,1,2,NULL
12/03/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,102932,,1,2,NULL
12/10/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.5,102461,,1,2,NULL
12/17/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102445,,1,2,NULL
12/24/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102294,,1,2,NULL
12/31/2022,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102051,,1,2,NULL
01/07/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102268,,1,2,NULL
01/14/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102234,,1,2,NULL
01/21/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.4,102047,,1,2,NULL
01/28/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.4,101871,,1,2,NULL
02/04/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.4,101644,,1,2,NULL
02/11/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.4,101282,,1,2,NULL
02/18/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.4,100858,,1,2,NULL
02/25/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.5,100257,,1,2,NULL
03/04/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.5,99665,,1,2,NULL
03/11/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.5,98855,,1,2,NULL
03/18/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.5,97960,,1,2,NULL
03/25/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,96831,,1,2,NULL
04/01/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,95338,,1,2,NULL
04/08/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,93718,,1,2,NULL
04/15/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,91606,,1,2,NULL
11/13/2021,"Black, NH",Fully Vaccinated,Any,47.2,7531,,3,2,NULL
11/20/2021,"Black, NH",Fully Vaccinated,Any,48,7518,,3,2,NULL
11/27/2021,"Black, NH",Fully Vaccinated,Any,49,7558,,3,2,NULL
12/04/2021,"Black, NH",Fully Vaccinated,Any,49.9,7603,,3,2,NULL
12/11/2021,"Black, NH",Fully Vaccinated,Any,50.4,7565,,3,2,NULL
12/18/2021,"Black, NH",Fully Vaccinated,Any,51.2,7519,,3,2,NULL
12/25/2021,"Black, NH",Fully Vaccinated,Any,51.7,7475,,3,2,NULL
01/01/2022,"Black, NH",Fully Vaccinated,Any,52.5,7476,,3,2,NULL
01/08/2022,"Black, NH",Fully Vaccinated,Any,53.2,7508,,3,2,NULL
01/15/2022,"Black, NH",Fully Vaccinated,Any,53.8,7508,,3,2,NULL
01/22/2022,"Black, NH",Fully Vaccinated,Any,54.3,7453,,3,2,NULL
01/29/2022,"Black, NH",Fully Vaccinated,Any,54.8,7472,,3,2,NULL
02/05/2022,"Black, NH",Fully Vaccinated,Any,55.4,7478,,3,2,NULL
02/12/2022,"Black, NH",Fully Vaccinated,Any,56,7479,,3,2,NULL
02/19/2022,"Black, NH",Fully Vaccinated,Any,56.2,7483,,3,2,NULL
02/26/2022,"Black, NH",Fully Vaccinated,Any,56.8,7502,,3,2,NULL
03/05/2022,"Black, NH",Fully Vaccinated,Any,57,7492,,3,2,NULL
03/12/2022,"Black, NH",Fully Vaccinated,Any,57.2,7501,,3,2,NULL
03/19/2022,"Black, NH",Fully Vaccinated,Any,57.6,7496,,3,2,NULL
03/26/2022,"Black, NH",Fully Vaccinated,Any,58.1,7514,,3,2,NULL
04/02/2022,"Black, NH",Fully Vaccinated,Any,58.4,7472,,3,2,NULL
04/09/2022,"Black, NH",Fully Vaccinated,Any,58.6,7434,,3,2,NULL
04/16/2022,"Black, NH",Fully Vaccinated,Any,58.7,7423,,3,2,NULL
04/23/2022,"Black, NH",Fully Vaccinated,Any,58.6,7432,,3,2,NULL
04/30/2022,"Black, NH",Fully Vaccinated,Any,58.6,7454,,3,2,NULL
05/07/2022,"Black, NH",Fully Vaccinated,Any,58.6,7486,,3,2,NULL
05/14/2022,"Black, NH",Fully Vaccinated,Any,58.6,7478,,3,2,NULL
05/21/2022,"Black, NH",Fully Vaccinated,Any,58.7,7474,,3,2,NULL
05/28/2022,"Black, NH",Fully Vaccinated,Any,58.9,7481,,3,2,NULL
06/04/2022,"Black, NH",Fully Vaccinated,Any,58.9,7472,,3,2,NULL
06/11/2022,"Black, NH",Fully Vaccinated,Any,58.8,7483,,3,2,NULL
06/18/2022,"Black, NH",Fully Vaccinated,Any,58.6,7477,,3,2,NULL
06/25/2022,"Black, NH",Fully Vaccinated,Any,58.6,7479,,3,2,NULL
07/02/2022,"Black, NH",Fully Vaccinated,Any,58.5,7464,,3,2,NULL
07/09/2022,"Black, NH",Fully Vaccinated,Any,58.5,7467,,3,2,NULL
07/16/2022,"Black, NH",Fully Vaccinated,Any,58.5,7511,,3,2,NULL
07/23/2022,"Black, NH",Fully Vaccinated,Any,58.3,7471,,3,2,NULL
07/30/2022,"Black, NH",Fully Vaccinated,Any,58.6,7452,,3,2,NULL
08/06/2022,"Black, NH",Fully Vaccinated,Any,58.4,7432,,3,2,NULL
08/13/2022,"Black, NH",Fully Vaccinated,Any,58.4,7392,,3,2,NULL
08/20/2022,"Black, NH",Fully Vaccinated,Any,58.2,7401,,3,2,NULL
08/27/2022,"Black, NH",Fully Vaccinated,Any,58.1,7398,,3,2,NULL
09/03/2022,"Black, NH",Fully Vaccinated,Any,57.9,7390,,3,2,NULL
09/10/2022,"Black, NH",Fully Vaccinated,Any,57.8,7407,,3,2,NULL
09/17/2022,"Black, NH",Fully Vaccinated,Any,58,7410,,3,2,NULL
09/24/2022,"Black, NH",Fully Vaccinated,Any,58,7425,,3,2,NULL
10/01/2022,"Black, NH",Fully Vaccinated,Any,58,7444,,3,2,NULL
10/08/2022,"Black, NH",Fully Vaccinated,Any,58.1,7467,,3,2,NULL
10/15/2022,"Black, NH",Fully Vaccinated,Any,58.2,7527,,3,2,NULL
10/22/2022,"Black, NH",Fully Vaccinated,Any,58.2,7544,,3,2,NULL
10/29/2022,"Black, NH",Fully Vaccinated,Any,58.5,7561,,3,2,NULL
11/05/2022,"Black, NH",Fully Vaccinated,Any,59,7584,,3,2,NULL
11/12/2022,"Black, NH",Fully Vaccinated,Any,59,7633,,3,2,NULL
11/19/2022,"Black, NH",Fully Vaccinated,Any,59.3,7643,,3,2,NULL
11/26/2022,"Black, NH",Fully Vaccinated,Any,59.3,7601,,3,2,NULL
12/03/2022,"Black, NH",Fully Vaccinated,Any,59.1,7616,,3,2,NULL
12/10/2022,"Black, NH",Fully Vaccinated,Any,59.3,7573,,3,2,NULL
12/17/2022,"Black, NH",Fully Vaccinated,Any,59,7588,,3,2,NULL
12/24/2022,"Black, NH",Fully Vaccinated,Any,58.9,7561,,3,2,NULL
12/31/2022,"Black, NH",Fully Vaccinated,Any,59,7503,,3,2,NULL
01/07/2023,"Black, NH",Fully Vaccinated,Any,58.9,7533,,3,2,NULL
01/14/2023,"Black, NH",Fully Vaccinated,Any,58.8,7531,,3,2,NULL
01/21/2023,"Black, NH",Fully Vaccinated,Any,58.7,7510,,3,2,NULL
01/28/2023,"Black, NH",Fully Vaccinated,Any,58.6,7501,,3,2,NULL
04/08/2023,"Black, NH",Fully Vaccinated,Any,58.8,6750,,3,2,NULL
04/15/2023,"Black, NH",Fully Vaccinated,Any,58.8,6573,,3,2,NULL
04/22/2023,"Black, NH",Fully Vaccinated,Any,59,6385,,3,2,NULL
04/29/2023,"Black, NH",Fully Vaccinated,Any,59.1,6179,,3,2,NULL
05/06/2023,"Black, NH",Fully Vaccinated,Any,59.2,5932,,3,2,NULL
05/13/2023,"Black, NH",Fully Vaccinated,Any,59.2,5682,,3,2,NULL
05/20/2023,"Black, NH",Fully Vaccinated,Any,59.3,5439,,3,2,NULL
05/27/2023,"Black, NH",Fully Vaccinated,Any,59.2,5187,,3,2,NULL
06/03/2023,"Black, NH",Fully Vaccinated,Any,59.2,4935,,3,2,NULL
12/19/2020,Hispanic/Latino,Fully Vaccinated,Any,0,34864,,4,2,NULL
12/26/2020,Hispanic/Latino,Fully Vaccinated,Any,0,35095,,4,2,NULL
01/02/2021,Hispanic/Latino,Fully Vaccinated,Any,0,35320,,4,2,NULL
01/09/2021,Hispanic/Latino,Fully Vaccinated,Any,0.1,35486,,4,2,NULL
01/16/2021,Hispanic/Latino,Fully Vaccinated,Any,0.3,35628,,4,2,NULL
01/23/2021,Hispanic/Latino,Fully Vaccinated,Any,0.6,35658,,4,2,NULL
01/30/2021,Hispanic/Latino,Fully Vaccinated,Any,1,35813,,4,2,NULL
02/06/2021,Hispanic/Latino,Fully Vaccinated,Any,1.6,35965,,4,2,NULL
02/13/2021,Hispanic/Latino,Fully Vaccinated,Any,2.5,36030,,4,2,NULL
02/20/2021,Hispanic/Latino,Fully Vaccinated,Any,3.3,36108,,4,2,NULL
02/27/2021,Hispanic/Latino,Fully Vaccinated,Any,3.9,36162,,4,2,NULL
03/06/2021,Hispanic/Latino,Fully Vaccinated,Any,4.5,36291,,4,2,NULL
03/13/2021,Hispanic/Latino,Fully Vaccinated,Any,5.2,36372,,4,2,NULL
03/20/2021,Hispanic/Latino,Fully Vaccinated,Any,6.5,36464,,4,2,NULL
03/27/2021,Hispanic/Latino,Fully Vaccinated,Any,8.1,36513,,4,2,NULL
04/03/2021,Hispanic/Latino,Fully Vaccinated,Any,9.9,36542,,4,2,NULL
04/10/2021,Hispanic/Latino,Fully Vaccinated,Any,12.1,36691,,4,2,NULL
04/17/2021,Hispanic/Latino,Fully Vaccinated,Any,14.5,36804,,4,2,NULL
04/24/2021,Hispanic/Latino,Fully Vaccinated,Any,17.2,36830,,4,2,NULL
05/01/2021,Hispanic/Latino,Fully Vaccinated,Any,19.7,36830,,4,2,NULL
05/08/2021,Hispanic/Latino,Fully Vaccinated,Any,22.1,36846,,4,2,NULL
05/15/2021,Hispanic/Latino,Fully Vaccinated,Any,24.5,36877,,4,2,NULL
05/22/2021,Hispanic/Latino,Fully Vaccinated,Any,26.6,36893,,4,2,NULL
05/29/2021,Hispanic/Latino,Fully Vaccinated,Any,28.4,36919,,4,2,NULL
06/05/2021,Hispanic/Latino,Fully Vaccinated,Any,30,36864,,4,2,NULL
06/12/2021,Hispanic/Latino,Fully Vaccinated,Any,31.6,36939,,4,2,NULL
06/19/2021,Hispanic/Latino,Fully Vaccinated,Any,33,37028,,4,2,NULL
06/26/2021,Hispanic/Latino,Fully Vaccinated,Any,34.3,37001,,4,2,NULL
07/03/2021,Hispanic/Latino,Fully Vaccinated,Any,35.4,36890,,4,2,NULL
07/10/2021,Hispanic/Latino,Fully Vaccinated,Any,36.6,36880,,4,2,NULL
07/17/2021,Hispanic/Latino,Fully Vaccinated,Any,37.6,36853,,4,2,NULL
07/24/2021,Hispanic/Latino,Fully Vaccinated,Any,38.8,36820,,4,2,NULL
07/31/2021,Hispanic/Latino,Fully Vaccinated,Any,39.7,36835,,4,2,NULL
08/07/2021,Hispanic/Latino,Fully Vaccinated,Any,40.9,36787,,4,2,NULL
08/14/2021,Hispanic/Latino,Fully Vaccinated,Any,42.2,36692,,4,2,NULL
08/21/2021,Hispanic/Latino,Fully Vaccinated,Any,43.6,36630,,4,2,NULL
08/28/2021,Hispanic/Latino,Fully Vaccinated,Any,45.2,36495,,4,2,NULL
09/04/2021,Hispanic/Latino,Fully Vaccinated,Any,46.9,36355,,4,2,NULL
09/11/2021,Hispanic/Latino,Fully Vaccinated,Any,48.9,36272,,4,2,NULL
09/18/2021,Hispanic/Latino,Fully Vaccinated,Any,51.3,36171,,4,2,NULL
09/25/2021,Hispanic/Latino,Fully Vaccinated,Any,53.4,36083,,4,2,NULL
10/02/2021,Hispanic/Latino,Fully Vaccinated,Any,55.2,36007,,4,2,NULL
10/09/2021,Hispanic/Latino,Fully Vaccinated,Any,56.6,35948,,4,2,NULL
10/16/2021,Hispanic/Latino,Fully Vaccinated,Any,57.9,35901,,4,2,NULL
10/23/2021,Hispanic/Latino,Fully Vaccinated,Any,59.2,35958,,4,2,NULL
10/30/2021,Hispanic/Latino,Fully Vaccinated,Any,60.3,35982,,4,2,NULL
11/06/2021,Hispanic/Latino,Fully Vaccinated,Any,61.3,36117,,4,2,NULL
11/13/2021,Hispanic/Latino,Fully Vaccinated,Any,62,36198,,4,2,NULL
11/20/2021,Hispanic/Latino,Fully Vaccinated,Any,62.7,36313,,4,2,NULL
11/27/2021,Hispanic/Latino,Fully Vaccinated,Any,63.2,36427,,4,2,NULL
12/04/2021,Hispanic/Latino,Fully Vaccinated,Any,63.9,36615,,4,2,NULL
12/11/2021,Hispanic/Latino,Fully Vaccinated,Any,64.5,36592,,4,2,NULL
12/18/2021,Hispanic/Latino,Fully Vaccinated,Any,65,36693,,4,2,NULL
12/25/2021,Hispanic/Latino,Fully Vaccinated,Any,65.6,36658,,4,2,NULL
01/01/2022,Hispanic/Latino,Fully Vaccinated,Any,66,36753,,4,2,NULL
01/08/2022,Hispanic/Latino,Fully Vaccinated,Any,66.4,36790,,4,2,NULL
01/15/2022,Hispanic/Latino,Fully Vaccinated,Any,66.9,36740,,4,2,NULL
01/22/2022,Hispanic/Latino,Fully Vaccinated,Any,67.4,36745,,4,2,NULL
01/29/2022,Hispanic/Latino,Fully Vaccinated,Any,67.9,36755,,4,2,NULL
02/05/2022,Hispanic/Latino,Fully Vaccinated,Any,68.3,36819,,4,2,NULL
02/12/2022,Hispanic/Latino,Fully Vaccinated,Any,68.8,36751,,4,2,NULL
02/19/2022,Hispanic/Latino,Fully Vaccinated,Any,69,36763,,4,2,NULL
02/26/2022,Hispanic/Latino,Fully Vaccinated,Any,69.2,36860,,4,2,NULL
03/05/2022,Hispanic/Latino,Fully Vaccinated,Any,69.4,36974,,4,2,NULL
03/12/2022,Hispanic/Latino,Fully Vaccinated,Any,69.6,37055,,4,2,NULL
03/19/2022,Hispanic/Latino,Fully Vaccinated,Any,69.8,36964,,4,2,NULL
03/26/2022,Hispanic/Latino,Fully Vaccinated,Any,70,36954,,4,2,NULL
04/02/2022,Hispanic/Latino,Fully Vaccinated,Any,70.1,36949,,4,2,NULL
04/09/2022,Hispanic/Latino,Fully Vaccinated,Any,70.2,36981,,4,2,NULL
04/16/2022,Hispanic/Latino,Fully Vaccinated,Any,70.3,37009,,4,2,NULL
04/23/2022,Hispanic/Latino,Fully Vaccinated,Any,70.4,37073,,4,2,NULL
04/30/2022,Hispanic/Latino,Fully Vaccinated,Any,70.5,37071,,4,2,NULL
05/07/2022,Hispanic/Latino,Fully Vaccinated,Any,70.6,37101,,4,2,NULL
05/14/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,37036,,4,2,NULL
05/21/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,37004,,4,2,NULL
05/28/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36934,,4,2,NULL
06/04/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36937,,4,2,NULL
06/11/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36998,,4,2,NULL
06/18/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36948,,4,2,NULL
06/25/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36978,,4,2,NULL
07/02/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36978,,4,2,NULL
07/09/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36966,,4,2,NULL
07/16/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36989,,4,2,NULL
07/23/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,37043,,4,2,NULL
07/30/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36939,,4,2,NULL
08/06/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,36924,,4,2,NULL
08/13/2022,Hispanic/Latino,Fully Vaccinated,Any,70.6,36897,,4,2,NULL
08/20/2022,Hispanic/Latino,Fully Vaccinated,Any,70.6,36824,,4,2,NULL
